obs,icd10,icd10_label,valid_fy,valid_fy,mce_age_condition,mce_sex_condition,cc_age_split,cc_sex_split,cc,second_cc,third_cc,footnote
6544,O298X3,"Other complications of anesthesia during pregnancy, third trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
6545,O298X9,"Other complications of anesthesia during pregnancy, unspecified trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
6546,O2990,"Unspecified complication of anesthesia during pregnancy, unspecified trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
6547,O2991,"Unspecified complication of anesthesia during pregnancy, first trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
6548,O2992,"Unspecified complication of anesthesia during pregnancy, second trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
6549,O2993,"Unspecified complication of anesthesia during pregnancy, third trimester",Y,Y,9 <= age <= 64,,,,212.0,,,4
6550,O30001,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6551,O30002,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6552,O30003,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6553,O30009,"Twin pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6554,O30011,"Twin pregnancy, monochorionic/monoamniotic, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6555,O30012,"Twin pregnancy, monochorionic/monoamniotic, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6556,O30013,"Twin pregnancy, monochorionic/monoamniotic, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6557,O30019,"Twin pregnancy, monochorionic/monoamniotic, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6558,O30021,"Conjoined twin pregnancy, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6559,O30022,"Conjoined twin pregnancy, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6560,O30023,"Conjoined twin pregnancy, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6561,O30029,"Conjoined twin pregnancy, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6562,O30031,"Twin pregnancy, monochorionic/diamniotic, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6563,O30032,"Twin pregnancy, monochorionic/diamniotic, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6564,O30033,"Twin pregnancy, monochorionic/diamniotic, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6565,O30039,"Twin pregnancy, monochorionic/diamniotic, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6566,O30041,"Twin pregnancy, dichorionic/diamniotic, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6567,O30042,"Twin pregnancy, dichorionic/diamniotic, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6568,O30043,"Twin pregnancy, dichorionic/diamniotic, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6569,O30049,"Twin pregnancy, dichorionic/diamniotic, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6570,O30091,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6571,O30092,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6572,O30093,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6573,O30099,"Twin pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6574,O30101,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6575,O30102,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6576,O30103,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6577,O30109,"Triplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6578,O30111,"Triplet pregnancy with two or more monochorionic fetuses, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6579,O30112,"Triplet pregnancy with two or more monochorionic fetuses, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6580,O30113,"Triplet pregnancy with two or more monochorionic fetuses, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6581,O30119,"Triplet pregnancy with two or more monochorionic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6582,O30121,"Triplet pregnancy with two or more monoamniotic fetuses, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6583,O30122,"Triplet pregnancy with two or more monoamniotic fetuses, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6584,O30123,"Triplet pregnancy with two or more monoamniotic fetuses, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6585,O30129,"Triplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6586,O30131,"Triplet pregnancy, trichorionic/triamniotic, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6587,O30132,"Triplet pregnancy, trichorionic/triamniotic, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6588,O30133,"Triplet pregnancy, trichorionic/triamniotic, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6589,O30139,"Triplet pregnancy, trichorionic/triamniotic, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6590,O30191,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6591,O30192,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6592,O30193,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6593,O30199,"Triplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6594,O30201,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6595,O30202,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6596,O30203,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6597,O30209,"Quadruplet pregnancy, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6598,O30211,"Quadruplet pregnancy with two or more monochorionic fetuses, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6599,O30212,"Quadruplet pregnancy with two or more monochorionic fetuses, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6600,O30213,"Quadruplet pregnancy with two or more monochorionic fetuses, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6601,O30219,"Quadruplet pregnancy with two or more monochorionic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6602,O30221,"Quadruplet pregnancy with two or more monoamniotic fetuses, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6603,O30222,"Quadruplet pregnancy with two or more monoamniotic fetuses, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6604,O30223,"Quadruplet pregnancy with two or more monoamniotic fetuses, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6605,O30229,"Quadruplet pregnancy with two or more monoamniotic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6606,O30231,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6607,O30232,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6608,O30233,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6609,O30239,"Quadruplet pregnancy, quadrachorionic/quadra-amniotic, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6610,O30291,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6611,O30292,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6612,O30293,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6613,O30299,"Quadruplet pregnancy, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6614,O30801,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6615,O30802,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6616,O30803,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6617,O30809,"Other specified multiple gestation, unspecified number of placenta and unspecified number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6618,O30811,"Other specified multiple gestation with two or more monochorionic fetuses, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6619,O30812,"Other specified multiple gestation with two or more monochorionic fetuses, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6620,O30813,"Other specified multiple gestation with two or more monochorionic fetuses, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6621,O30819,"Other specified multiple gestation with two or more monochorionic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6622,O30821,"Other specified multiple gestation with two or more monoamniotic fetuses, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6623,O30822,"Other specified multiple gestation with two or more monoamniotic fetuses, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6624,O30823,"Other specified multiple gestation with two or more monoamniotic fetuses, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6625,O30829,"Other specified multiple gestation with two or more monoamniotic fetuses, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6626,O30831,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6627,O30832,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6628,O30833,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6629,O30839,"Other specified multiple gestation, number of chorions and amnions are both equal to the number of fetuses, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6630,O30891,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6631,O30892,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6632,O30893,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6633,O30899,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6634,O3090,"Multiple gestation, unspecified, unspecified trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6635,O3091,"Multiple gestation, unspecified, first trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6636,O3092,"Multiple gestation, unspecified, second trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6637,O3093,"Multiple gestation, unspecified, third trimester",Y,Y,9 <= age <= 64,,,,210.0,,,4
6638,O3100X0,"Papyraceous fetus, unspecified trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,212.0,,,4
6639,O3100X1,"Papyraceous fetus, unspecified trimester, fetus 1",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6640,O3100X2,"Papyraceous fetus, unspecified trimester, fetus 2",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6641,O3100X3,"Papyraceous fetus, unspecified trimester, fetus 3",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6642,O3100X4,"Papyraceous fetus, unspecified trimester, fetus 4",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6643,O3100X5,"Papyraceous fetus, unspecified trimester, fetus 5",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6644,O3100X9,"Papyraceous fetus, unspecified trimester, other fetus",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6645,O3101X0,"Papyraceous fetus, first trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,212.0,,,4
6646,O3101X1,"Papyraceous fetus, first trimester, fetus 1",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6647,O3101X2,"Papyraceous fetus, first trimester, fetus 2",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6648,O3101X3,"Papyraceous fetus, first trimester, fetus 3",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6649,O3101X4,"Papyraceous fetus, first trimester, fetus 4",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6650,O3101X5,"Papyraceous fetus, first trimester, fetus 5",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6651,O3101X9,"Papyraceous fetus, first trimester, other fetus",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6652,O3102X0,"Papyraceous fetus, second trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,212.0,,,4
6653,O3102X1,"Papyraceous fetus, second trimester, fetus 1",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6654,O3102X2,"Papyraceous fetus, second trimester, fetus 2",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6655,O3102X3,"Papyraceous fetus, second trimester, fetus 3",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6656,O3102X4,"Papyraceous fetus, second trimester, fetus 4",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6657,O3102X5,"Papyraceous fetus, second trimester, fetus 5",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6658,O3102X9,"Papyraceous fetus, second trimester, other fetus",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6659,O3103X0,"Papyraceous fetus, third trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,212.0,,,4
6660,O3103X1,"Papyraceous fetus, third trimester, fetus 1",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6661,O3103X2,"Papyraceous fetus, third trimester, fetus 2",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6662,O3103X3,"Papyraceous fetus, third trimester, fetus 3",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6663,O3103X4,"Papyraceous fetus, third trimester, fetus 4",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6664,O3103X5,"Papyraceous fetus, third trimester, fetus 5",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6665,O3103X9,"Papyraceous fetus, third trimester, other fetus",Y,Y,9 <= age <= 64,,,,210.0,212,,4
6666,O3110X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6667,O3110X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 1",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6668,O3110X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 2",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6669,O3110X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 3",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6670,O3110X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 4",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6671,O3110X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, fetus 5",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6672,O3110X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, unspecified trimester, other fetus",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6673,O3111X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6674,O3111X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 1",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6675,O3111X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 2",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6676,O3111X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 3",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6677,O3111X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 4",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6678,O3111X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, fetus 5",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6679,O3111X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, first trimester, other fetus",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6680,O3112X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6681,O3112X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 1",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6682,O3112X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 2",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6683,O3112X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 3",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6684,O3112X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 4",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6685,O3112X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, fetus 5",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6686,O3112X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, second trimester, other fetus",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6687,O3113X0,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6688,O3113X1,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 1",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6689,O3113X2,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 2",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6690,O3113X3,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 3",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6691,O3113X4,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 4",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6692,O3113X5,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, fetus 5",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6693,O3113X9,"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, other fetus",Y,Y,9 <= age <= 64,,,,210.0,,,"2, 4"
6694,O3120X0,"Continuing pregnancy after intrauterine death of one fetus or more, unspecified trimester, not applicable or unspecified",Y,Y,9 <= age <= 64,,,,210.0,,,4
